岗位名称,工作地址,学历要求,工作经验,工作标签,企业名称,企业规模,企业福利,实习生,最低薪资,最高薪资
THREE.JS工程师-双休-年终奖_BJ1LZKJ,沈阳,大专,5-10年,"JavaScript,three.js,forgeviewer",南京版石软件,100-499人,"通讯补贴,补充医疗保险,全勤奖,员工旅游,年终奖,零食下午茶,加班补助,五险一金,交通补助,餐补,节日福利,带薪年假,包吃,股票期权,免费班车",0,12000,14000
JAVASCRIPT前端工程师,沈阳,本科,3-5年,"JavaScript,Node.js,Vue,React,Angular,英语读写能力良好",斯沃,100-499人,"交通补助,包吃,加班补助,生日福利,补充医疗保险,法定节假日三薪,五险一金,高温补贴,包住,带薪年假,通讯补贴,节日福利,免费班车,免费工装",0,6000,11000
初级前端工程师,沈阳,大专,经验不限,"移动web前端,小程序,混合app,JavaScript,接受居家办公",沈阳市铁西区云端...,0-20人,"年终奖,五险一金,13薪",0,6000,10000
AR增强现实开发工程师,沈阳,本科,1-3年,"Java,Unity3D,图像算法",图灵圣星顿,20-99人,无,0,3000,6000
页面开发工程师-辽宁,沈阳,本科,1-3年,"Web前端,JavaScript",银联商务,10000人以上,"定期体检,夜班补助,年终奖,补充医疗保险,带薪年假,生日福利,节日福利,五险一金,绩效奖金,高温补贴,员工旅游,餐补,法定节假日三薪",0,7000,10000
高级软件工程师,沈阳,本科,3-5年,HTML,中智微,20-99人,"五险一金,年终奖,节日福利",0,9000,10000
FLUTTER开发工程师,沈阳,大专,1-3年,"移动web前端,混合app,JavaScript,Node.js,Flutter",龙威软件,0-20人,无,0,5000,8000
JAVASCRIPT,沈阳,大专,1-3年,"Javascript,Web前端,微信小程序",皮克趣文化,0-20人,"零食下午茶,员工旅游,股票期权,五险一金,带薪年假,节日福利,年终奖",0,3000,5000
JAVASCRIPT全栈工程师/NODE.JS,沈阳,学历不限,3-5年,"TypeScript,CSS3,HTML5,移动端,小程序,Vue",达塔科技,0-20人,"全勤奖,补充医疗保险,加班补助,股票期权,员工旅游,五险一金,交通补助,节日福利,餐补,包吃",0,5000,10000
前端工程师,沈阳,学历不限,3-5年,"HTML,CSS,HTML5,Web端,小程序,React,Angular",沈阳卓芯数据科技...,20-99人,"五险一金,年终奖",0,5000,10000
JS前端开发工程师,沈阳,学历不限,经验不限,"Autojs,JavaScript,Node.js,网络爬虫技术,Linux",奉孝科技,0-20人,"带薪年假,五险一金,交通补助,全勤奖,年终奖,加班补助,通讯补贴,员工旅游,节日福利,零食下午茶",0,5000,10000
JAVASCRIPT/NODE开发工程师,沈阳,学历不限,3-5年,"TypeScript,游戏引擎,移动端,小程序,Vue",达塔科技,0-20人,"加班补助,员工旅游,餐补,股票期权,交通补助,全勤奖,五险一金,节日福利,补充医疗保险,包吃",0,5000,10000
软件工程师,呼和浩特,本科,1-3年,"Web前端,移动web前端,游戏前端,JavaScript,HTML5",华为,10000人以上,"定期体检,零食下午茶,年终奖,加班补助,五险一金,股票期权,节日福利,餐补,员工旅游,补充医疗保险,16薪",0,13000,25000
REACT工程师,呼和浩特,本科,经验不限,"Web前端,JavaScript,Vue,React,Angular,React Native",宜仁信息,20-99人,"员工旅游,五险一金,加班补助,年终奖,餐补,全勤奖",0,6000,11000
REACTNATIVE开发工程师,呼和浩特,大专,3-5年,"Javascript,移动开发,Web前端",车商互联,20-99人,无,0,8000,10000
小程序前端开发工程师,呼和浩特,本科,1-3年,"Web端,移动端,小程序,SVN,GIT,Less,Android,Vue",江苏基久,1000-9999人,"节日福利,交通补助,五险一金,通讯补贴",0,7000,12000
程序员,太原,大专,3-5年,"HTML5,Javascript",基因印刷,100-499人,无,0,3000,6000
研发工程师,太原,大专,3-5年,"HTML,Android,iOS,HTML5,CSS,mybatis",揽云科技有限公司,20-99人,"零食下午茶,节日福利,加班补助,定期体检,年终奖,五险一金,13薪",0,5000,10000
JAVA高级工程师,太原,大专,3-5年,"Java,Javascript",蓝瓴科技山西分公司,20-99人,"五险一金,节日福利",0,6000,12000
前端初中级开发工程师,太原,本科,1-3年,"JavaScript,前端开发经验",明霖软件,20-99人,"餐补,出差补助,五险一金,带薪年假",0,3000,6000
网站开发工程师,太原,本科,经验不限,Web端,小李菲刀电子商务,20-99人,"节日福利,全勤奖,补充医疗保险,员工旅游,年终奖,带薪年假",0,3000,8000
高级WEB前端工程师,太原,本科,3-5年,"Web前端,JavaScript,HTML5,CSS",精英科技,500-999人,"五险一金,员工旅游,带薪年假,通讯补贴,节日福利,年终奖,包吃,零食下午茶,餐补",0,8000,10000
WEB前端,太原,学历不限,3-5年,"Web前端,移动web前端,小程序,JavaScript,CSS",即富科技集团,20-99人,无,0,4000,7000
全栈开发工程师,上海,本科,3-5年,"全栈侧重前端,TypeScript,JavaScript,React,Python",酷爱科技,0-20人,"五险一金,保底工资,节日福利,通讯补贴,餐补,员工旅游,生日福利,加班补助,底薪加提成,绩效奖金,全勤奖,定期体检,年终奖,零食下午茶,节假日加班费,交通补助,住房补贴,股票期权,带薪年假,包吃,14薪",0,11000,18000
前端WEB/REACT工程师,上海,本科,经验不限,"前端开发,PC端,Web端",乌托邦,20-99人,"五险一金,年终奖,节假日加班费,法定节假日三薪,14薪",0,15000,30000
软件开发实习生,上海,本科,在校/应届,"GIS系统,Java,C++,C#,JavaScript,Android,React",意玛软件,0-20人,"股票期权,年终奖,全勤奖,餐补,加班补助,带薪年假,五险一金",1,5000,8000
REACT开发工程师,上海,本科,1-3年,"React,e-cology",齐科信息,20-99人,"加班补助,包吃,全勤奖,免费工装,五险一金,绩效奖金",0,8000,12000
REACT前端开发工程师,上海,本科,经验不限,"React,不接受居家办公",贞历,0-20人,"带薪年假,五险一金",0,15000,25000
前端工程师,上海,本科,经验不限,"React,计算机,软件工程相关专业",脉策科技,100-499人,"五险一金,年终奖,补充医疗保险,定期体检,人才引进落户,员工旅游,带薪年假,节日福利,14薪",0,10000,15000
REACT前端工程师,上海,本科,3-5年,"JavaScript,HTML5,React,前端开发经验,远程办公",上海次元极致科技,20-99人,"在家办公,带薪年假,年终奖,员工旅游,节日福利,绩效奖金,股票期权,14薪",0,15000,30000
前端开发,上海,本科,5-10年,"Vue,JavaScript,axios,银行",宇信科技,1000-9999人,"带薪年假,年终奖,免费班车,餐补,司龄福利假期,五险一金,通讯补贴,定期体检,节日福利,补充医疗保险",0,14000,21000
前端研发工程师,上海,本科,1年以内,"JavaScript,CSS,React,计算机,软件工程相关专业",点涨科技,100-499人,"节日福利,年终奖,员工旅游,零食下午茶,餐补,加班补助,生日福利,带薪年假,全勤奖,五险一金",1,8000,12000
REACT-外派云智慧,上海,本科,3-5年,"React,web前端",软通动力,10000人以上,"带薪年假,生日福利,加班补助,通讯补贴,五险一金,零食下午茶,定期体检,交通补助,免费班车,补充医疗保险,节日福利,团建活动",0,7000,12000
前端开发REACT,上海,大专,经验不限,React,博彦科技,10000人以上,"年终奖,五险一金,带薪年假,节日福利,免费班车,定期体检",0,15000,19000
GOLANG/REACT软件开发员,上海,本科,3-5年,"Golang,Python,C语言,英语读写能力良好,react",星诚信析,20-99人,"五险一金,定期体检,年终奖,零食下午茶,节日福利,交通补助,餐补,带薪年假,13薪",0,9000,13000
REACT前端工程师,上海,学历不限,经验不限,React,翰德,500-999人,"定期体检,通讯补贴,节日福利,带薪年假,零食下午茶,五险一金,补充医疗保险",0,20000,30000
前端开发实习生,上海,本科,在校/应届,"React,JavaScript,前端开发经验,计算机,软件工程相关专业",乐享似锦,500-999人,"职业发展类,交通补助,高温补贴,法定节假日三薪,活动类,定期体检,零食下午茶,带薪年假,节假日加班费,节日福利,股票期权,年终奖,五险一金,假期类,绩效奖金,13薪",1,10000,15000
REACT前端开发-SAAS技术部,上海,本科,3-5年,"React,Node.js,小程序",柯莱特集团,1000-9999人,"节日福利,五险一金,交通补助",0,15000,18000
REACT前端开发工程师,上海,大专,3-5年,React,御览科技,0-20人,"五险一金,13薪",0,15000,25000
初中级前端,上海,本科,1-3年,React,中软国际,10000人以上,"加班补助,零食下午茶,员工旅游,定期体检,餐补,节日福利,五险一金,年终奖,免费班车,带薪年假,13薪",0,13000,15000
开发工程师,上海,本科,经验不限,"Java,Spring,MyBatis,MySQL,接受应届生",上海锐平线,0-20人,"无,14薪",0,8000,13000
REACT前端工程师,上海,本科,经验不限,"JavaScript,HTML5,React,前端开发经验",安融科技,20-99人,无,0,35000,50000
WEB前端,上海,大专,3-5年,"React,小程序,trao",纬创软件,1000-9999人,"五险一金,带薪年假,员工旅游,定期体检,补充医疗保险,节日福利,零食下午茶,团建聚餐,年终奖",0,16000,20000
REACT前端开发工程师,上海,本科,3-5年,"React,计算机,软件工程相关专业,前端开发经验,TypeScript",北京七凌科技有限公司,100-499人,无,0,15000,22000
REACT前端开发-上海民生证券,上海,本科,经验不限,"React,计算机,软件工程相关专业,前端开发经验,Electron",深圳华云信息系统,500-999人,"节日福利,定期体检,年终奖,五险一金,员工旅游,带薪年假,零食下午茶",0,15000,23000
中高级前端工程师,上海,本科,3-5年,React,上海唯都,100-499人,"五险一金,补充医疗保险,全勤奖,定期体检,带薪年假,年终奖,节日福利",0,18000,23000
系统研发工程师,上海,本科,经验不限,"HTML5,HTML,CSS,Web前端",国富投资,20-99人,无,0,9000,14000
前端开发工程师-REACT/ELECTRON,上海,本科,3-5年,"React,Webpack,JavaScript,Electron",绿岸,100-499人,"年终奖,零食下午茶,节日福利,带薪年假,五险一金,定期体检,住房补贴,13薪",0,15000,25000
网站英文编辑,天津,大专,在校/应届,网站,智尧集团,20-99人,"节日福利,补充医疗保险,五险一金,员工旅游,带薪年假,交通补助,餐补,加班补助,定期体检",0,2000,4000
前端开发管培生,天津,本科,经验不限,"JavaScript,HTML5,CSS,计算机,软件工程相关专业",天津红日药业股份...,10000人以上,无,0,9000,14000
技术实施,天津,学历不限,经验不限,低代码,泽宏天创,20-99人,"员工旅游,带薪年假,交通补助,五险一金,团建聚餐,节日福利,定期团建,零食下午茶,绩效奖金,底薪加提成",0,4000,7000
REACT前端开发工程师,天津,本科,3-5年,"React,Vue,Angular,APP,APP经验",软通动力,10000人以上,"加班补助,生日福利,通讯补贴,带薪年假,定期体检,零食下午茶,交通补助,五险一金,团建活动,节日福利,补充医疗保险,免费班车",0,10000,13000
前端开发工程师,天津,大专,1年以内,"JavaScript,HTML5,计算机,软件工程相关专业",木瓜移动,100-499人,"定期体检,节日福利,年终奖,补充医疗保险,五险一金,团建聚餐,带薪病假,加班补助,带薪年假,零食下午茶,餐补,生日福利",0,5000,8000
软件开发,天津,本科,经验不限,"C++,Python,Golang,MySQL",天津科一,0-20人,"五险一金,年终奖",0,11000,22000
REACTNATIVE开发工程师,天津,本科,3-5年,"前端开发经验,Android,iOS",华来科技,100-499人,"免费工装,年终奖,生日福利,有无线网,高温补贴,五险一金,带薪年假,团建,定期体检,13薪",0,9000,13000
REACT前端开发工程师,天津,本科,5-10年,"React,前端开发经验,计算机,软件工程相关专业",星河创时,100-499人,无,0,11000,15000
前端开发工程师,天津,本科,5-10年,计算机相关专业,挚云数科,20-99人,"五险一金,补充医疗保险,节日福利,员工旅游,带薪年假,定期体检,餐补",0,12000,15000
IOS,天津,本科,1-3年,"计算机,软件工程相关专业,通信相关专业,独立开发且上线经验",乐聆康养,20-99人,"带薪年假,节日福利,五险一金,全勤奖,员工旅游,年终奖",0,3000,5000
IOS,天津,学历不限,3-5年,"功能开发,性能优化,技术升级,Objective-C,React Native",牛歪股份,0-20人,无,0,8000,10000
WEB前端开发工程师,天津,学历不限,经验不限,"Vue,CSS",深圳乐巢时代科技,100-499人,"年终奖,五险一金,14薪",0,13000,26000
REACT高级前端开发工程师,天津,本科,5-10年,"HTML5,CSS",天津全通教育,1000-9999人,"股票期权,保底工资,生日福利,有无线网,绩效奖金,团建聚餐,定期体检,年终奖,交通补助,底薪加提成,五险一金,节日福利,员工旅游",0,10000,15000
APP开发工程师,天津,本科,经验不限,"Java,移动端,Android客户端产品研发,Flutter,IOS",瞰天科技,20-99人,"定期体检,五险一金,年终奖,员工旅游,带薪年假,股票期权,节日福利",0,8000,13000
APP开发人员,天津,本科,经验不限,"Android客户端产品研发,架构设计,优化,Java,C,HTML5",蓝彬尚科,20-99人,"全勤奖,加班补助,底薪加提成,五险一金,年终奖,企业年金",0,4000,6000
JAVA开发工程师,天津,本科,经验不限,"Java,团队管理经验,Tomcat,全栈开发,软件工程师",复熹科技,0-20人,"五险一金,加班补助,带薪年假,年终奖,定期体检,餐补,交通补助",0,4000,8000
全栈工程师,天津,学历不限,经验不限,"全栈无侧重,全栈侧重前端,全栈侧重后端,Java",津品,100-499人,"定期体检,加班补助,补充医疗保险,全勤奖,五险一金",0,12000,20000
前端开发工程师,天津,大专,1-3年,"Vue,React,CSS",凌致,100-499人,无,0,6000,10000
软件开发工程师,天津,本科,1-3年,"Java,JavaScript,TypeScript,全栈开发,React,Bootstrap",美络克思,100-499人,"五险一金,年终奖,带薪年假,带薪培训",0,6000,10000
REACT前端开发工程师,天津,本科,5-10年,"React,英语熟练,外企",博彦科技,10000人以上,"交通补助,节日福利,年终奖,定期体检,员工旅游,零食下午茶,餐补,13薪",0,14000,17000
GIS开发工程师,天津,本科,在校/应届,"Gis开发,gis,Vue,Java",众齐软件,100-499人,"高温补贴,年终奖,全勤奖,绩效奖金,带薪年假,宿舍有空调,节日福利,零食下午茶,五险一金,团建聚餐,股票期权,员工旅游",0,5000,7000
ANDROID,天津,本科,1-3年,"SDK,AndroidStudio,MySQL",超脑,20-99人,"五险一金,定期体检,年终奖,带薪年假,餐补,通讯补贴,节日福利",0,10000,13000
REACT前端开发工程师,重庆,本科,1-3年,"React,JavaScript,HTML5",重庆骋风而来数字科技,0-20人,无,0,10000,15000
其他技术职位,重庆,大专,经验不限,CSS、JavaScript语言,已成科技,0-20人,"夜班补助,节日福利,带薪年假,生日福利,加班补助,定期体检,五险一金,团建聚餐,企业年金,保底工资,全勤奖,年终奖,绩效奖金,股票期权,员工旅游,底薪加提成",0,5000,7000
前端开发工程师,重庆,本科,在校/应届,"CSS,JavaScript,React,校招生,实习生,前端开发",异连,100-499人,"零食下午茶,定期体检,团建聚餐,生日福利,婚育津贴,企业福利假,年终奖,带薪年假,绩效奖金,有无线网,入职免费体检,五险一金,加班车补,节日福利,13薪",0,7000,10000
前端实习生,重庆,本科,1年以内,"Vue,计算机,软件工程相关专业",佳杰云星,100-499人,"五险一金,餐补,通讯补贴,带薪年假,加班补助,年终奖,交通补助",1,3000,4000
WEB前端,重庆,大专,经验不限,Python,深圳乐巢时代科技,100-499人,"年终奖,五险一金,14薪",0,12000,24000
前端开发程序员,重庆,大专,1-3年,前端开发,重庆小当家,20-99人,"节日福利,工龄奖,节假日加班费,全勤奖,法定节假日三薪,年终奖,生日福利,绩效奖金,五险一金,意外险,员工旅游,团建聚餐,加班补助,有无线网,带薪年假",0,3000,6000
全栈开发实习生,重庆,本科,在校/应届,"全栈无侧重,HTML,TypeScript,Vue,Python,Golang",小青柑,0-20人,"有无线网,包住,全勤奖,宿舍有空调,工龄奖,五险一金,股票期权,绩效奖金",1,1000,3000
